Id,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtFinSF1,BsmtFinSF2,BsmtFullBath,BsmtHalfBath,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,Exterior1st,Exterior2nd,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HouseStyle,KitchenAbvGr,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,BasementFinishedPercent,BsmtCondNum,BsmtExposureNum,BsmtFinType1Num,BsmtFinType2Num,BsmtQualNum,BuildingAge,ExterCondNum,ExterQualNum,FenceNum,FireplaceQuNum,GarageAge,GarageCondNum,GarageFinishNum,GarageQualNum,HeatingQCNum,KitchenQualNum,OverallQualOverallCond,OverallQualTotalAreaSFMultiplied,PoolQCNum,QualSquared,RemodelledAge,RoomSize,SumAge,TotalAreaSF,BeforeCrisis,Floors,TotalAreaSFBinned,Year,NeighborhoodOverallQualMean,NeighborhoodTotalAreaSFMean
142,910,475,0,No,4,1Fam,507.0,0.0,0.0,0.0,403.0,Y,Artery,Norm,SBrkr,0,BrkFace,Wd Sdng,0,CBlock,2,Typ,720.0,2.0,Detchd,2000.0,1385,0,GasA,1.5Fin,1,Lvl,Gtl,8520,Corner,71.0,Reg,0,50,RL,0.0,None,No,0,6,NAmes,0,4,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,910.0,AllPub,0,1952,1952,2010,0.5571428571428572,3,0,3,1,3,58,2,3,3,0,10.0,3,1,3,2,3,9,11475.0,4,25,58,1391,116,2295.0,0.0,0.0,5.0,4.0,5.334085778781039,2323.331828442438
143,1501,0,0,No,3,1Fam,679.0,0.0,1.0,0.0,811.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,0,PConc,2,Typ,577.0,2.0,Attchd,1999.0,1501,0,GasA,1Story,1,Lvl,Gtl,10335,Inside,78.0,IR1,0,20,RL,183.0,BrkFace,No,0,6,CollgCr,29,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,1490.0,AllPub,144,1999,1999,2009,0.4557046979865772,3,3,6,1,4,10,3,4,0,0,10.0,3,2,3,5,4,12,20937.0,4,49,10,1507,20,2991.0,1.0,0.0,6.0,3.0,6.677902621722846,2654.1685393258426
144,1728,0,0,No,6,Duplex,1332.0,0.0,1.0,0.0,396.0,Y,RRAe,Norm,SBrkr,0,HdBoard,HdBoard,0,CBlock,2,Typ,504.0,2.0,Detchd,1963.0,1728,0,GasA,1Story,2,Lvl,Gtl,9100,Inside,70.0,Reg,0,90,RM,336.0,BrkFace,No,0,11,Sawyer,0,5,5,Y,0,CompShg,Gable,Abnorml,ConLI,0,Pave,10,1728.0,AllPub,0,1963,1963,2006,0.7708333333333334,3,0,3,1,3,43,3,3,0,0,43.0,3,1,3,3,3,10,17280.0,4,25,43,1738,86,3456.0,1.0,1.0,8.0,0.0,5.066225165562914,2135.582781456954
145,970,739,0,No,3,Twnhs,0.0,0.0,0.0,0.0,970.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,0,PConc,2,Maj1,380.0,2.0,Detchd,2004.0,1709,0,GasA,2Story,1,Lvl,Gtl,2522,Inside,24.0,Reg,0,160,RM,50.0,Stone,No,0,4,Edwards,40,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,970.0,AllPub,0,2004,2006,2006,0.0,3,0,1,1,4,2,3,4,0,0,2.0,3,1,3,5,4,11,16074.0,4,36,0,1716,2,2679.0,1.0,1.0,6.0,0.0,5.051546391752577,2223.159793814433
146,875,0,0,No,2,1Fam,209.0,0.0,1.0,0.0,506.0,Y,Norm,Norm,FuseA,0,Wd Sdng,Wd Sdng,0,BrkTil,1,Typ,180.0,1.0,Detchd,1931.0,875,0,GasA,1Story,1,Lvl,Gtl,6120,Corner,51.0,Reg,0,30,RM,0.0,None,No,0,11,BrkSide,0,7,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,715.0,AllPub,48,1931,1993,2009,0.2923076923076923,3,0,4,1,3,78,3,3,0,0,78.0,3,1,2,3,3,12,7950.0,4,25,16,880,94,1590.0,1.0,0.0,3.0,3.0,5.12037037037037,1991.7314814814815
147,884,1151,0,No,3,1Fam,0.0,0.0,0.0,0.0,884.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,1,PConc,2,Typ,434.0,2.0,BuiltIn,2001.0,2035,1,GasA,2Story,1,Lvl,Gtl,9505,CulDSac,69.30579531442663,IR1,0,60,RL,180.0,BrkFace,No,0,5,Gilbert,48,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,884.0,AllPub,144,2001,2001,2010,0.0,3,0,1,1,4,9,3,4,0,4,9.0,3,3,3,5,4,12,20433.0,4,49,9,2043,18,2919.0,0.0,1.0,6.0,4.0,6.515151515151516,2496.2
148,1080,0,0,No,3,1Fam,680.0,0.0,1.0,0.0,400.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,0,PConc,1,Typ,0.0,0.0,No,0.0,1080,0,GasA,1Story,1,Lvl,Gtl,7500,Inside,63.0,Reg,0,20,RL,120.0,BrkFace,No,0,4,SawyerW,0,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,1080.0,AllPub,0,2004,2005,2008,0.6296296296296297,3,0,6,1,4,4,3,3,0,0,0.0,0,0,0,5,4,12,15120.0,4,49,3,1086,7,2160.0,1.0,0.0,4.0,2.0,6.336,2589.048
149,896,448,0,No,3,1Fam,0.0,0.0,0.0,0.0,896.0,Y,Norm,Norm,FuseA,0,MetalSd,MetalSd,0,BrkTil,1,Typ,240.0,1.0,Detchd,1936.0,1344,0,GasA,1.5Fin,1,Lvl,Gtl,6240,Inside,69.30579531442663,Reg,0,50,RM,0.0,None,No,0,4,BrkSide,114,4,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,896.0,AllPub,200,1936,1950,2006,0.0,3,0,1,1,4,70,3,3,0,0,70.0,3,1,2,4,3,9,11200.0,4,25,56,1351,126,2240.0,1.0,0.0,5.0,0.0,5.12037037037037,1991.7314814814815
150,969,0,0,No,3,1Fam,716.0,0.0,0.0,0.0,253.0,Y,Norm,Norm,SBrkr,0,HdBoard,HdBoard,0,CBlock,1,Typ,440.0,2.0,Attchd,1975.0,969,1,GasA,1Story,1,Lvl,Gtl,10356,Corner,120.0,Reg,0,20,RL,0.0,None,No,0,1,CollgCr,0,6,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,969.0,AllPub,0,1975,1975,2007,0.7389060887512899,3,2,4,1,3,32,3,3,3,0,32.0,3,1,3,3,3,11,9690.0,4,25,32,974,64,1938.0,1.0,0.0,4.0,1.0,6.677902621722846,2654.1685393258426
151,1710,0,0,No,2,1Fam,1400.0,0.0,1.0,0.0,310.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,1,PConc,2,Typ,866.0,3.0,Attchd,2007.0,1710,0,GasA,1Story,1,Lvl,Gtl,13891,Inside,107.0,Reg,0,20,RL,436.0,Stone,No,0,1,NridgHt,102,5,8,Y,0,CompShg,Hip,Partial,New,0,Pave,6,1710.0,AllPub,0,2007,2008,2008,0.8187134502923976,3,3,6,1,5,1,3,4,0,4,1.0,3,2,3,5,4,13,27360.0,4,64,0,1716,1,3420.0,1.0,0.0,8.0,2.0,8.27710843373494,3564.2831325301204
152,1097,896,0,No,4,1Fam,416.0,0.0,0.0,0.0,409.0,Y,Norm,Norm,SBrkr,0,HdBoard,HdBoard,1,CBlock,2,Typ,495.0,2.0,Attchd,1971.0,1993,1,GasA,2Story,1,Lvl,Gtl,14803,CulDSac,69.30579531442663,IR1,0,60,RL,252.0,BrkFace,No,0,6,NWAmes,66,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,825.0,AllPub,0,1971,1971,2006,0.5042424242424243,3,0,3,1,3,35,3,3,2,4,35.0,3,2,3,4,3,11,16908.0,4,36,35,2001,70,2818.0,1.0,1.0,6.0,0.0,6.343511450381679,2864.4045801526718
153,1252,0,0,No,1,1Fam,429.0,1080.0,1.0,0.0,93.0,Y,Norm,Norm,SBrkr,0,BrkFace,Plywood,1,CBlock,1,Typ,564.0,2.0,Attchd,1960.0,1252,0,GasA,1Story,1,Lvl,Gtl,13500,Inside,69.30579531442663,Reg,0,20,RL,0.0,None,No,0,3,ClearCr,0,7,6,Y,0,CompShg,Flat,Normal,WD,0,Pave,4,1602.0,AllPub,409,1960,1975,2008,0.9419475655430711,3,3,4,5,4,48,3,3,0,4,48.0,3,2,3,4,3,13,17124.0,4,36,33,1256,81,2854.0,1.0,0.0,6.0,2.0,5.9772727272727275,2950.7727272727275
154,1200,0,0,No,4,1Fam,0.0,0.0,0.0,0.0,1200.0,Y,Norm,Norm,FuseA,228,Wd Sdng,Wd Sdng,0,BrkTil,1,Typ,312.0,1.0,Detchd,1923.0,1200,0,GasA,1Story,1,Lvl,Gtl,11340,Corner,84.0,Reg,0,30,RM,0.0,None,No,0,3,OldTown,0,5,6,Y,0,CompShg,Gable,Family,WD,0,Pave,7,1200.0,AllPub,0,1923,1950,2006,0.0,3,0,1,1,3,83,3,3,0,0,83.0,2,1,2,3,3,11,14400.0,4,36,56,1207,139,2400.0,1.0,0.0,5.0,0.0,5.205020920502092,2229.648535564854
155,572,524,0,No,2,1Fam,0.0,0.0,0.0,0.0,572.0,N,Artery,Norm,FuseF,128,Wd Sdng,Wd Sdng,0,BrkTil,1,Typ,0.0,0.0,No,0.0,1096,0,Grav,1.5Fin,1,Lvl,Gtl,9600,Corner,60.0,Reg,0,50,RL,0.0,None,No,0,4,Edwards,8,5,6,N,0,CompShg,Gable,Normal,WD,0,Pave,5,572.0,AllPub,0,1924,1950,2008,0.0,3,0,1,1,3,84,3,3,0,0,0.0,0,0,0,2,3,11,10008.0,4,36,58,1101,142,1668.0,1.0,0.0,3.0,2.0,5.051546391752577,2223.159793814433
156,1040,0,0,No,2,1Fam,0.0,0.0,0.0,0.0,0.0,Y,Norm,Norm,FuseF,0,Wd Sdng,Wd Sdng,0,CBlock,1,Typ,625.0,2.0,Detchd,1950.0,1040,0,GasA,1Story,1,Lvl,Gtl,7200,Inside,60.0,Reg,0,20,RL,0.0,None,No,0,6,NAmes,0,7,5,Y,0,CompShg,Hip,Normal,WD,0,Pave,5,0.0,AllPub,0,1950,1950,2006,0.0,0,0,0,0,0,56,3,3,0,0,56.0,3,1,3,3,3,12,5200.0,4,25,56,1045,112,1040.0,1.0,0.0,1.0,0.0,5.334085778781039,2323.331828442438
157,774,1194,0,No,4,1Fam,0.0,0.0,0.0,0.0,774.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,1,PConc,2,Typ,680.0,3.0,BuiltIn,2009.0,1968,1,GasA,2Story,1,Lvl,Gtl,12003,Corner,92.0,Reg,0,60,RL,84.0,BrkFace,No,0,5,Timber,75,5,8,Y,0,CompShg,Gable,Partial,New,0,Pave,8,774.0,AllPub,0,2009,2010,2010,0.0,3,0,1,1,5,1,3,4,0,4,1.0,3,3,3,5,5,13,21936.0,4,64,0,1976,1,2742.0,0.0,1.0,6.0,4.0,7.194444444444445,3087.347222222222
158,991,956,0,No,3,1Fam,222.0,0.0,0.0,0.0,769.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,1,PConc,2,Typ,678.0,2.0,Attchd,2004.0,1947,1,GasA,2Story,1,Lvl,Gtl,12552,Corner,100.0,Reg,0,60,FV,0.0,None,No,0,5,Somerst,136,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,991.0,AllPub,0,2004,2005,2010,0.22401614530776992,3,0,6,1,4,6,3,4,2,4,6.0,3,2,3,5,4,12,20566.0,4,49,5,1955,11,2938.0,0.0,1.0,6.0,4.0,7.4010989010989015,2785.730769230769
159,1392,1070,168,No,4,1Fam,57.0,0.0,1.0,0.0,1335.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,1,PConc,2,Typ,576.0,2.0,Attchd,2006.0,2462,1,GasA,2Story,1,HLS,Gtl,19378,Corner,134.0,IR1,0,60,RL,456.0,BrkFace,No,0,3,Gilbert,132,5,7,Y,0,CompShg,Gable,Partial,New,0,Pave,9,1392.0,AllPub,239,2005,2006,2006,0.040948275862068964,3,1,6,1,4,1,3,4,0,4,0.0,3,2,3,5,4,12,26978.0,4,49,0,2471,1,3854.0,1.0,1.0,9.0,0.0,6.515151515151516,2496.2
160,1232,0,0,No,3,1Fam,660.0,0.0,0.0,0.0,572.0,Y,Norm,Norm,SBrkr,0,Plywood,Plywood,0,PConc,2,Typ,516.0,2.0,Attchd,1984.0,1232,0,GasA,1Story,1,Lvl,Gtl,11120,CulDSac,69.30579531442663,IR1,0,20,RL,0.0,None,No,0,6,Veenker,0,6,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,1232.0,AllPub,0,1984,1984,2008,0.5357142857142857,3,0,4,1,4,24,3,3,0,0,24.0,3,1,3,3,3,12,14784.0,4,36,24,1238,48,2464.0,1.0,0.0,5.0,2.0,7.208333333333333,3252.125
161,1572,1096,0,No,3,1Fam,1016.0,0.0,1.0,0.0,556.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,2,PConc,2,Typ,726.0,3.0,BuiltIn,2003.0,2668,1,GasA,2Story,1,Lvl,Gtl,13688,Inside,110.0,IR1,0,60,RL,664.0,BrkFace,No,0,3,NridgHt,0,5,9,Y,0,CompShg,Gable,Normal,WD,0,Pave,10,1572.0,AllPub,400,2003,2004,2008,0.6463104325699746,3,2,6,1,5,5,3,4,0,4,5.0,3,3,3,5,5,14,38160.0,4,81,4,2678,9,4240.0,1.0,1.0,10.0,2.0,8.27710843373494,3564.2831325301204
162,1541,0,0,No,3,1Fam,1201.0,0.0,0.0,0.0,340.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,1,PConc,2,Typ,532.0,2.0,Attchd,2005.0,1541,0,GasA,1Story,1,Lvl,Gtl,12182,Corner,95.0,Reg,0,20,RL,226.0,BrkFace,No,0,5,NridgHt,70,5,7,Y,0,CompShg,Gable,Partial,New,0,Pave,7,1541.0,AllPub,0,2005,2005,2010,0.7793640493186242,3,1,4,1,4,5,3,4,0,4,5.0,3,2,3,5,4,12,21574.0,4,49,5,1548,10,3082.0,0.0,0.0,7.0,4.0,8.27710843373494,3564.2831325301204
163,882,0,0,No,1,1Fam,0.0,0.0,0.0,0.0,882.0,Y,Norm,Norm,SBrkr,0,MetalSd,MetalSd,0,CBlock,1,Typ,0.0,0.0,No,0.0,882,0,GasA,1.5Unf,1,Lvl,Gtl,5500,Inside,55.0,Reg,0,45,RL,0.0,None,No,0,4,OldTown,0,6,4,Y,0,CompShg,Gable,Normal,WD,0,Pave,4,882.0,AllPub,0,1956,1956,2007,0.0,3,0,1,1,3,51,3,3,3,0,0.0,0,0,0,5,3,10,7056.0,4,16,51,886,102,1764.0,1.0,0.0,3.0,1.0,5.205020920502092,2229.648535564854
164,1149,467,0,Pave,3,1Fam,370.0,0.0,0.0,0.0,779.0,Y,Norm,Norm,FuseA,183,MetalSd,MetalSd,0,BrkTil,2,Typ,216.0,1.0,Detchd,1926.0,1616,0,GasA,1Story,1,Lvl,Gtl,5400,Corner,40.0,Reg,0,40,RM,0.0,None,No,0,10,OldTown,0,7,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,1149.0,AllPub,0,1926,2004,2007,0.32201914708442125,3,1,2,1,3,81,4,3,0,0,81.0,3,1,3,4,4,13,16590.0,4,36,3,1621,84,2765.0,1.0,0.0,6.0,1.0,5.205020920502092,2229.648535564854
165,808,547,0,No,4,2fmCon,351.0,181.0,1.0,0.0,112.0,Y,Norm,Norm,SBrkr,0,Wd Sdng,Wd Sdng,0,BrkTil,2,Typ,0.0,0.0,No,0.0,1355,0,GasA,1.5Fin,2,Lvl,Gtl,10106,Inside,62.0,Reg,0,190,RL,0.0,None,No,0,9,Edwards,0,7,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,644.0,AllPub,140,1940,1999,2008,0.8260869565217391,3,0,5,3,3,68,4,3,0,0,0.0,0,0,0,4,3,12,9995.0,4,25,9,1361,77,1999.0,1.0,1.0,4.0,2.0,5.051546391752577,2223.159793814433
166,1867,0,0,No,2,1Fam,379.0,768.0,1.0,0.0,470.0,Y,Norm,Norm,FuseA,0,Wd Sdng,Wd Sdng,3,CBlock,1,Typ,303.0,1.0,Attchd,1955.0,1867,0,GasA,1Story,1,Lvl,Gtl,10708,Inside,69.30579531442663,IR1,0,20,RL,0.0,None,No,0,11,ClearCr,0,5,5,Y,0,CompShg,Hip,Normal,COD,142,Pave,7,1617.0,AllPub,476,1955,1993,2009,0.7093382807668522,3,0,2,4,3,54,3,4,2,4,54.0,3,3,3,5,3,10,17420.0,4,25,16,1874,70,3484.0,1.0,0.0,8.0,3.0,5.9772727272727275,2950.7727272727275
167,1610,551,0,No,3,1Fam,1288.0,0.0,1.0,0.0,294.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,1,PConc,1,Typ,789.0,3.0,Attchd,2007.0,2161,1,GasA,2Story,1,Lvl,Gtl,10562,Inside,86.0,Reg,0,60,RL,300.0,Stone,No,0,11,NridgHt,120,5,8,Y,0,CompShg,Gable,Partial,New,0,Pave,8,1582.0,AllPub,178,2007,2007,2007,0.8141592920353983,3,0,6,1,5,0,3,4,0,4,0.0,3,3,3,5,5,13,29944.0,4,64,0,2169,0,3743.0,1.0,1.0,8.0,1.0,8.27710843373494,3564.2831325301204
168,840,880,0,No,3,1Fam,0.0,0.0,0.0,0.0,840.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,1,PConc,2,Typ,440.0,2.0,Attchd,2004.0,1720,1,GasA,2Story,1,Lvl,Gtl,8244,Inside,62.0,IR1,0,60,RL,0.0,None,No,0,5,Gilbert,48,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,840.0,AllPub,100,2004,2004,2007,0.0,3,0,1,1,4,3,3,4,0,4,3.0,3,3,3,5,4,12,17920.0,4,49,3,1727,6,2560.0,1.0,1.0,5.0,1.0,6.515151515151516,2496.2
169,1707,0,0,No,2,1Fam,0.0,0.0,0.0,0.0,1686.0,Y,Norm,Norm,SBrkr,0,Plywood,Plywood,1,CBlock,2,Typ,511.0,2.0,Attchd,1981.0,1707,1,GasA,1Story,1,Lvl,Gtl,16669,Corner,69.30579531442663,IR1,0,20,RL,653.0,BrkFace,No,0,1,Timber,64,6,8,Y,0,WdShake,Hip,Normal,WD,0,Pave,6,1686.0,AllPub,574,1981,1981,2006,0.0,3,0,1,1,4,25,3,4,0,3,25.0,3,2,3,3,3,14,27144.0,4,64,25,1713,50,3393.0,1.0,0.0,8.0,0.0,7.194444444444445,3087.347222222222
170,854,0,0,No,2,1Fam,360.0,0.0,0.0,0.0,360.0,Y,Feedr,Norm,SBrkr,0,MetalSd,MetalSd,0,CBlock,1,Typ,660.0,2.0,Detchd,1991.0,1382,1,GasA,1.5Fin,1,Lvl,Gtl,12358,Inside,69.30579531442663,IR1,528,50,RM,0.0,None,No,0,5,OldTown,0,6,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,720.0,AllPub,237,1941,1950,2007,0.5,3,0,3,1,3,66,3,3,0,0,16.0,3,1,3,3,3,11,10510.0,4,25,57,1389,123,2102.0,1.0,0.0,4.0,1.0,5.205020920502092,2229.648535564854
171,1656,0,0,No,3,1Fam,639.0,0.0,1.0,0.0,441.0,Y,Norm,Norm,SBrkr,0,BrkFace,Plywood,2,CBlock,1,Typ,528.0,2.0,Attchd,1960.0,1656,0,GasA,1Story,1,Lvl,Gtl,31770,Corner,141.0,IR1,0,20,RL,112.0,Stone,No,0,5,NAmes,62,5,6,P,0,CompShg,Hip,Normal,WD,0,Pave,7,1080.0,AllPub,210,1960,1960,2010,0.5916666666666667,4,3,4,1,3,50,3,3,0,4,50.0,3,3,3,2,3,11,16416.0,4,36,50,1663,100,2736.0,0.0,0.0,6.0,4.0,5.334085778781039,2323.331828442438
172,1064,703,0,No,2,TwnhsE,495.0,215.0,1.0,0.0,354.0,Y,Norm,Norm,SBrkr,0,HdBoard,HdBoard,1,PConc,2,Typ,504.0,2.0,Attchd,1987.0,1767,0,GasA,2Story,1,Lvl,Gtl,5306,Inside,44.0,IR1,0,160,RL,0.0,None,No,0,6,StoneBr,35,7,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,1064.0,AllPub,441,1987,1987,2006,0.6672932330827067,4,0,6,3,4,19,4,4,0,3,19.0,3,2,4,4,4,14,19817.0,4,49,19,1772,38,2831.0,1.0,1.0,6.0,0.0,8.372549019607844,3510.176470588235
173,1362,0,0,No,3,1Fam,288.0,374.0,1.0,0.0,700.0,Y,Norm,Norm,SBrkr,0,WdShing,Wd Shng,1,CBlock,1,Typ,504.0,2.0,Attchd,1961.0,1362,1,GasA,1Story,1,Lvl,Gtl,10197,Inside,80.0,IR1,0,20,RL,491.0,BrkCmn,No,0,6,NAmes,20,5,6,Y,0,CompShg,Gable,Normal,COD,0,Pave,6,1362.0,AllPub,0,1961,1961,2008,0.48604992657856094,3,0,5,3,3,47,3,3,0,3,47.0,3,1,3,3,3,11,16344.0,4,36,47,1368,94,2724.0,1.0,0.0,6.0,2.0,5.334085778781039,2323.331828442438
174,1651,0,0,No,3,1Fam,1398.0,208.0,1.0,0.0,0.0,Y,Norm,Norm,SBrkr,0,VinylSd,Plywood,1,CBlock,2,Min2,616.0,2.0,Attchd,1986.0,1651,0,GasA,1Story,1,Lvl,Gtl,12416,Inside,47.0,IR1,0,20,RL,132.0,Stone,No,0,11,Timber,0,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,1606.0,AllPub,192,1986,1986,2008,1.0,2,0,5,2,4,22,3,3,0,3,22.0,3,3,3,3,3,11,19542.0,4,36,22,1658,44,3257.0,1.0,0.0,7.0,2.0,7.194444444444445,3087.347222222222
175,2158,0,0,No,4,1Fam,477.0,0.0,1.0,0.0,725.0,Y,Norm,Norm,SBrkr,39,WdShing,Wd Shng,1,CBlock,2,Typ,576.0,2.0,Attchd,1950.0,2158,0,GasA,1Story,1,Lvl,Gtl,12615,Corner,84.0,Reg,0,20,RL,0.0,None,No,0,6,Edwards,29,7,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,1202.0,AllPub,0,1950,2001,2007,0.3968386023294509,4,2,5,1,3,57,3,3,3,4,57.0,3,1,3,3,4,13,20160.0,4,36,6,2165,63,3360.0,1.0,0.0,7.0,1.0,5.051546391752577,2223.159793814433
176,1164,896,0,No,4,1Fam,831.0,0.0,0.0,1.0,320.0,Y,Norm,Norm,SBrkr,0,Plywood,Plywood,1,PConc,2,Typ,521.0,2.0,Attchd,1988.0,2060,1,GasA,2Story,1,Lvl,Gtl,10029,Corner,97.0,IR1,0,60,RL,268.0,BrkFace,No,0,9,ClearCr,228,5,6,Y,0,CompShg,Gable,Normal,WD,192,Pave,8,1151.0,AllPub,0,1988,1989,2007,0.7219808861859253,3,0,6,1,4,19,3,4,0,3,19.0,3,1,3,3,3,11,19266.0,4,36,18,2068,37,3211.0,1.0,1.0,7.0,1.0,5.9772727272727275,2950.7727272727275
177,1252,668,0,No,4,1Fam,57.0,441.0,1.0,0.0,554.0,Y,Norm,Norm,SBrkr,0,MetalSd,MetalSd,1,CBlock,2,Typ,451.0,2.0,Attchd,1958.0,1920,0,GasA,1.5Fin,1,Lvl,Gtl,13650,Inside,69.30579531442663,Reg,0,50,RL,0.0,None,No,0,7,Sawyer,0,5,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,1052.0,AllPub,0,1958,1958,2006,0.47338403041825095,3,0,5,4,3,48,4,4,0,4,48.0,3,1,3,5,4,10,14860.0,4,25,48,1928,96,2972.0,1.0,0.0,6.0,0.0,5.066225165562914,2135.582781456954
178,2234,0,0,No,1,1Fam,1904.0,0.0,1.0,0.0,312.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,1,PConc,2,Typ,1166.0,3.0,Attchd,2009.0,2234,0,GasA,1Story,1,Lvl,Gtl,17423,CulDSac,63.0,IR1,0,20,RL,748.0,Stone,No,0,7,StoneBr,60,5,9,Y,0,CompShg,Hip,Partial,New,0,Pave,9,2216.0,AllPub,0,2008,2009,2009,0.8592057761732852,3,0,6,1,5,1,3,5,0,4,0.0,3,3,3,5,5,14,40050.0,4,81,0,2243,1,4450.0,1.0,0.0,10.0,3.0,8.372549019607844,3510.176470588235
179,968,0,0,No,2,1Fam,0.0,0.0,0.0,0.0,968.0,Y,Norm,Norm,SBrkr,184,Wd Sdng,Wd Sdng,0,CBlock,1,Typ,480.0,2.0,Detchd,1935.0,968,0,GasA,1Story,1,Lvl,Gtl,8520,Inside,60.0,Reg,0,30,RM,0.0,None,No,0,7,OldTown,0,6,5,N,0,CompShg,Gable,Normal,WD,0,Pave,5,968.0,AllPub,0,1923,2006,2007,0.0,3,0,1,1,3,84,3,4,0,0,72.0,3,1,2,3,3,11,9680.0,4,25,1,973,85,1936.0,1.0,0.0,4.0,1.0,5.205020920502092,2229.648535564854
180,769,756,0,No,3,Twnhs,436.0,0.0,0.0,0.0,320.0,Y,Norm,Norm,SBrkr,0,MetalSd,MetalSd,1,PConc,2,Typ,440.0,2.0,Detchd,2000.0,1525,1,GasA,2Story,1,Lvl,Gtl,2117,Inside,69.30579531442663,Reg,0,160,FV,456.0,BrkFace,No,0,6,Somerst,0,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,756.0,AllPub,0,2000,2000,2007,0.5767195767195767,3,0,6,1,4,7,3,4,0,3,7.0,3,1,3,5,4,11,13686.0,4,36,7,1530,14,2281.0,1.0,1.0,5.0,1.0,7.4010989010989015,2785.730769230769
181,901,901,0,No,4,1Fam,352.0,0.0,0.0,0.0,441.0,Y,Norm,Norm,SBrkr,40,Stucco,Stucco,1,BrkTil,1,Typ,216.0,1.0,Detchd,1920.0,1802,1,GasA,2Story,1,Lvl,Gtl,7588,Inside,54.0,Reg,0,70,RL,0.0,None,No,0,7,Crawfor,0,6,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,9,793.0,AllPub,0,1920,1950,2006,0.44388398486759145,3,0,2,1,2,86,3,3,0,4,86.0,3,1,2,4,3,13,18165.0,4,49,56,1811,142,2595.0,1.0,1.0,5.0,0.0,6.271844660194175,2759.9514563106795
182,1340,0,180,No,3,1Fam,0.0,0.0,0.0,0.0,0.0,Y,Artery,Norm,SBrkr,0,Wd Sdng,Wd Sdng,1,PConc,1,Typ,252.0,1.0,Attchd,1957.0,1340,0,GasA,1Story,1,Lvl,Gtl,9060,Inside,60.0,Reg,0,20,RL,98.0,BrkFace,No,0,6,Edwards,0,6,5,Y,0,CompShg,Hip,Normal,WD,0,Pave,7,0.0,AllPub,116,1957,2006,2007,0.0,0,0,0,0,0,50,3,3,3,4,50.0,3,2,3,5,3,11,6700.0,4,25,1,1347,51,1340.0,1.0,0.0,2.0,1.0,5.051546391752577,2223.159793814433
